covariate,smd_unweighted,smd_weighted
age_at_admission,0.834760920724202,-0.18498581822368584
gender_male,-0.1114556425150706,0.25611405067175635
initial_lactate,0.8097314375049147,0.4886156562117778
initial_map,-0.5377588463578641,0.2290076596862365
comorbidity_count,0.35378812464193365,-0.14787813764168883
